period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
8/1/2022,8/31/2022,30,county,5,979,f,"Palo Alto County, IA",,Iowa,IA,Single Family Residential,6,175000,0.014492754,0.19047619,130000,-0.161290323,-0.21164342,112.4903026,0.370774687,0.102014527,91.29213483,0.078208161,0.16011236,7,0.4,0.75,3,-0.4,-0.25,5,0,-0.545454545,20,-0.047619048,-0.166666667,2.9,-1.3,-3.1,62,10,1,0.941796348,-0.013165864,-0.086489045,0.142857143,-0.057142857,-0.357142857,,,,0,0,0,Iowa nonmetropolitan area,,3/19/2023
7/1/2014,7/31/2014,30,county,5,1863,f,"York County, NE",,Nebraska,NE,Single Family Residential,6,74000,0.345454545,-0.563495224,63250,-0.627073574,-0.095782702,52.01793722,0.011985324,-0.298732399,50.24533554,-0.389444987,0.050159837,5,4,-0.375,,,,8,3,1.666666667,15,0,0,3,-12,1.1,248,205,80,0.982647645,0.065216452,0.007704666,0.2,0.2,-0.05,,,,,,,Nebraska nonmetropolitan area,,3/19/2023
12/1/2012,12/31/2012,30,county,5,1121,f,"Bracken County, KY",,Kentucky,KY,Single Family Residential,6,64000,-0.451820128,0.287726358,361950,2.912972973,4.611627907,51.41300767,-0.264305519,0.907831376,90.66119578,0.536973919,1.619775022,6,2,2,1,0,0,2,-0.666666667,-0.666666667,34,-0.128205128,-0.227272727,5.7,-13.8,-16.3,197,43,73,0.882174742,-0.115176642,,0,0,0,,,,0,0,0,"Cincinnati, OH",17140,3/19/2023
5/1/2016,5/31/2016,30,county,5,2474,f,"Spartanburg County, SC",,South Carolina,SC,Condo/Co-op,3,97000,0.68989547,0.830188679,174900,0.002961863,0.073335379,81.17963933,0.781992083,0.885808037,86.82512733,-0.037174641,0.001064549,6,1,0.5,4,3,0.333333333,5,0,0.666666667,12,-0.076923077,-0.294117647,2,-2.3,-2.3,54,-43,-76,0.952334345,-0.013551559,0.028566063,0,0,0,0.166666667,,0.049019608,0.25,-0.75,0.25,"Spartanburg, SC",43900,3/19/2023
6/1/2016,6/30/2016,30,county,5,957,f,"Johnson County, IA",,Iowa,IA,All Residential,-1,86500,,,419100,,,101.5258216,,,147.7655415,,,1,,,1,,,2,,,6,,,6,,,45,,,0.98407281,,,0,,,,,,0,,,"Iowa City, IA",26980,3/19/2023
7/1/2020,7/31/2020,30,county,5,658,f,"Whitfield County, GA",,Georgia,GA,All Residential,-1,172500,-0.067567568,0.157718121,250000,0.022704029,-0.392466586,92.92187947,-0.050701535,-0.107639571,129.8122066,0.332516706,0.279794259,28,0.272727273,1.153846154,4,0.333333333,0,5,-0.166666667,-0.166666667,20,-0.130434783,0.538461538,0.7,-0.3,-0.3,57,17,-70,0.981384889,0.006731993,0.008044903,0.285714286,0.103896104,0.131868132,,,,0,0,0,"Dalton, GA",19140,3/19/2023
1/1/2016,1/31/2016,30,county,5,2963,f,"Dinwiddie County, VA",,Virginia,VA,Single Family Residential,6,75299,-0.550453731,-0.114129412,138475,0.074282389,-0.131545939,80.59989677,-0.256068874,-0.054316502,100.0767857,0.229073389,0.083850472,13,-0.1875,0.181818182,13,2.25,-0.071428571,30,0.666666667,0.2,113,0.018018018,0.076190476,8.7,1.8,-0.8,106,38,25,0.960476403,-0.026071988,-0.021264846,0.230769231,0.105769231,-0.132867133,0.203539823,0.05038667,0.013063633,0.384615385,-0.115384615,0.098901099,"Richmond, VA",40060,3/19/2023
6/1/2022,6/30/2022,30,county,5,326,f,"Merced County, CA",,California,CA,Condo/Co-op,3,320000,0.111111111,0.196261682,399970,-0.067668998,0.081,212.2015915,-0.06784972,0.095364406,258.6593476,0.017611291,0.122315905,3,-0.25,-0.25,2,-0.666666667,0,1,-0.75,-0.666666667,3,-0.25,-0.4,1,0,-0.3,11,-21,-7,0.999280747,-0.041541419,-0.005899238,0.666666667,-0.083333333,0.166666667,,,,0.5,0.166666667,0.5,"Merced, CA",32900,3/19/2023
5/1/2019,5/31/2019,30,county,5,1350,f,"Allegan County, MI",,Michigan,MI,Condo/Co-op,3,218500,0.324242424,0.23133277,264900,0.117721519,0.08122449,169.4816901,0.433615708,0.286243253,141.6081371,-0.059250369,0.012923279,18,0.384615385,0.125,20,1.222222222,0.428571429,31,0.107142857,1.214285714,65,0.120689655,0.160714286,3.6,-0.9,0.1,37,-68,2,0.992898269,0.01849965,0.001512179,0.055555556,-0.021367521,-0.256944444,0.169230769,0.083023873,0.079945055,0.55,0.105555556,0.192857143,"Holland, MI",26090,3/19/2023
2/1/2018,2/28/2018,30,county,5,1335,f,"Berkshire County, MA",,Massachusetts,MA,Multi-Family (2-4 Unit),4,118500,0.077272727,2.202702703,195900,0.033773087,-0.044390244,34.73177442,-0.27824065,1.562641734,125.7075472,-0.084130728,0.06582268,11,0.571428571,1.2,5,0,1.5,16,0.6,-0.36,89,0.022988506,0.098765432,8.1,-4.3,-8.1,153,90,60,0.899933128,-0.014917056,0.034799753,0.090909091,0.090909091,0.090909091,,,,0.4,0.4,-0.1,"Pittsfield, MA",38340,3/19/2023
3/1/2020,3/31/2020,30,county,5,1433,f,"Becker County, MN",,Minnesota,MN,Condo/Co-op,3,207900,,,,,,241.744186,,,,,,1,,,,,,,,,7,,,7,,,136,,,1.04002001,,,1,,,,,,,,,Minnesota nonmetropolitan area,,3/19/2023
8/1/2014,8/31/2014,30,county,5,3174,f,"Crawford County, WI",,Wisconsin,WI,Single Family Residential,6,112500,0.086956522,0.25069483,124000,0.379310345,-0.046153846,89.91478738,0.322276285,0.32901555,80.11245111,0.045300126,-0.25713909,14,-0.263157895,0.4,7,0,0.166666667,16,-0.272727273,0.066666667,121,-0.047244094,0.301075269,8.6,1.9,-0.7,186,-44,79,0.94337935,0.03345854,-0.006975346,0.071428571,0.018796992,0.071428571,,,,0,0,0,Wisconsin nonmetropolitan area,,3/19/2023
7/1/2014,7/31/2014,30,county,5,489,f,"Polk County, FL",,Florida,FL,Condo/Co-op,3,62250,0.35326087,-0.17,144500,0.032880629,0.15692554,56.05205932,0.153070935,-0.141184969,84.61467324,0.033104868,0.194966406,42,0.076923077,0.076923077,16,-0.238095238,-0.157894737,43,0.303030303,-0.156862745,144,0.043478261,-0.379310345,3.4,-0.1,-2.5,69,-8,-30,0.927175798,-0.005296498,-0.019567502,0.047619048,-0.029304029,-0.054945055,0.041666667,-0.059782609,,0.375,0.136904762,0.322368421,"Lakeland, FL",29460,3/19/2023
1/1/2016,1/31/2016,30,county,5,2474,f,"Spartanburg County, SC",,South Carolina,SC,Multi-Family (2-4 Unit),4,111000,,,159900,,,52.85714286,,,87.60670453,,,3,,,3,,,2,,,17,,,5.7,,,88,,,0.925771476,,,0,,,0.117647059,,,0,,,"Spartanburg, SC",43900,3/19/2023
1/1/2016,1/31/2016,30,county,5,3003,f,"Page County, VA",,Virginia,VA,Single Family Residential,6,145450,-0.168857143,1.774889586,82000,-0.479034307,-0.537897999,75.44642857,-0.231769739,0.322485241,73.34525939,-0.197870786,-0.278276246,12,-0.428571429,0.2,6,1,0.2,11,-0.3125,-0.3125,155,-0.088235294,-0.166666667,12.9,4.8,-5.7,151,9,-30,0.952962902,-0.009226495,0.008470232,0,-0.047619048,-0.1,0.070967742,-0.034914611,-0.031182796,0.166666667,0.166666667,-0.033333333,Virginia nonmetropolitan area,,3/19/2023
8/1/2022,8/31/2022,30,county,5,2603,f,"Marshall County, TN",,Tennessee,TN,Single Family Residential,6,344860,0.149533333,0.220743363,319330,-0.032186695,0.172283407,200.1913146,-0.034088313,0.093817494,200,-0.01322632,0.121477542,72,-0.01369863,0.161290323,58,-0.121212121,-0.121212121,77,0.262295082,0.241935484,155,0.047297297,0.741573034,2.2,0.2,0.8,42,-2,1,0.986395558,0.01192249,-0.005890747,0.236111111,0.030631659,-0.183243728,0.309677419,-0.014646905,-0.016165277,0.24137931,0.059561129,-0.076802508,"Lewisburg, TN",30280,3/19/2023
1/1/2016,1/31/2016,30,county,5,2431,f,"Providence County, RI",,Rhode Island,RI,Townhouse,13,225000,,,,,,132.6650943,,,,,,1,,,,,,,,,1,,,1,,,,,,0.9,,,0,,,,,,,,,"Providence, RI",39300,3/19/2023
8/1/2012,8/31/2012,30,county,5,525,f,"Carroll County, GA",,Georgia,GA,Townhouse,13,127500,2.642857143,0.658493438,87900,-0.102145046,0.037780401,71.10987172,0.852920086,0.447597451,46.9037156,-0.126169565,0.027617769,3,0,-0.4,3,2,0,2,-0.333333333,1,5,-0.166666667,-0.6875,1.7,-0.3,-1.5,42,-45,-86,0.911365261,-0.0763109,0.001244403,0,-0.666666667,-0.2,0.4,0.233333333,0.025,0,0,0,"Atlanta, GA",12060,3/19/2023
9/1/2016,9/30/2016,30,county,5,2176,f,"Crawford County, OH",,Ohio,OH,All Residential,-1,15000,-0.83713355,-0.690721649,24900,-0.511285574,-0.48447205,10.51893408,-0.292362616,-0.754052139,24.15130941,-0.226762666,-0.333463862,1,-0.5,0,,,,3,0.5,0,8,0.333333333,-0.384615385,8,5,-5,117,43,115,0.757575758,-0.120080648,-0.132332499,0,0,0,,,,,,,"Bucyrus, OH",15340,3/19/2023
9/1/2016,9/30/2016,30,county,5,3062,f,"Richmond City County, VA",,Virginia,VA,Condo/Co-op,3,219500,0.057831325,0.155871511,231500,-0.014893617,0.076744186,201.7114914,0.160087065,0.162887055,145.7489879,0.013969935,0.123553227,49,-0.109090909,0.139534884,32,-0.475409836,0,57,-0.080645161,0.055555556,115,0.095238095,-0.311377246,2.3,0.4,-1.6,19,1,-29,0.979221348,-0.026200746,0.007524708,0.285714286,-0.005194805,0.029900332,0.269565217,-0.073291925,0.024056235,0.5625,0.087090164,0.09375,"Richmond, VA",40060,3/19/2023
3/1/2022,3/31/2022,30,county,5,1907,f,"Salem County, NJ",,New Jersey,NJ,All Residential,-1,190000,0.052631579,0.032608696,239900,0.325414365,0.332777778,123.5,-0.021323998,0.059946252,137.828919,0.117285005,0.143351491,83,0.092105263,-0.077777778,103,0.471428571,0.06185567,119,0.155339806,0,191,-0.068292683,-0.035353535,2.3,-0.4,0.1,35,-13,-17,0.975499468,-0.013548425,-0.015249899,0.397590361,0.042327204,0.019812584,0.193717277,0.018107521,-0.01335343,0.446601942,0.032316227,0.054849364,"Wilmington, DE",48864,3/19/2023
7/1/2020,7/31/2020,30,county,5,3012,f,"Richmond County, VA",,Virginia,VA,All Residential,-1,188250,0.065063649,,175000,-0.394463668,,103.8586395,-0.219930842,,79.86389111,-0.487385257,,8,0.333333333,,2,-0.5,,5,0.666666667,,15,-0.117647059,,1.9,-0.9,,128,74,,0.952373905,-0.014033803,,0,-0.166666667,,,,,0,0,,Virginia nonmetropolitan area,,3/19/2023
10/1/2015,10/31/2015,30,county,5,2020,f,"Caldwell County, NC",,North Carolina,NC,Single Family Residential,6,19000,,-0.953658537,,,,13.36146273,,-0.908620631,,,,1,,0,,,,,,,1,,0,1,,0,232,,-425,0.826086957,,-0.002195872,0,,0,,,,,,,"Hickory, NC",25860,3/19/2023
5/1/2019,5/31/2019,30,county,5,2463,f,"Lee County, SC",,South Carolina,SC,Single Family Residential,6,150000,0.910828025,-0.705751961,,,,73.26490714,0.306635286,-0.540669702,,,,3,2,2,1,,,,,,2,-0.666666667,1,0.7,-5.3,-0.3,139,-175,,1.00022237,0.017744273,0.00022237,0.333333333,0.333333333,0.333333333,,,,0,,,South Carolina nonmetropolitan area,,3/19/2023
11/1/2020,11/30/2020,30,county,5,1921,f,"Grant County, NM",,New Mexico,NM,Single Family Residential,6,169200,-0.033142857,0.096920583,189900,0.138830585,0.225952227,117.8201413,-0.06219928,0.375259265,126.7232238,0.041251001,0.312656058,22,-0.185185185,0,11,-0.388888889,0.1,22,-0.24137931,-0.153846154,112,0.009009009,-0.034482759,5.1,1,-0.2,90,30,-4,,,,0,0,0,,,,0,-0.055555556,0,"Silver City, NM",43500,3/19/2023
11/1/2012,11/30/2012,30,county,5,2060,f,"Lenoir County, NC",,North Carolina,NC,Single Family Residential,6,89500,0.177631579,0.611683354,72400,0.3432282,-0.666973321,42.50118427,0.147531975,0.167152381,51.19119864,0.69244371,-0.3590159,2,-0.333333333,1,1,,0,3,2,0.5,18,0.058823529,1.25,9,3.3,1,285,146,196,1.00052687,0.062834127,0.074993537,0.5,0.5,0.5,,,,0,,0,"Kinston, NC",28820,3/19/2023
1/1/2019,1/31/2019,30,county,5,2780,f,"Lampasas County, TX",,Texas,TX,Single Family Residential,6,189900,0.120353982,0.407709414,180450,-0.008516484,0.0025,101.4427412,0.115395012,0.137767485,102.5613889,0.060645283,-0.014933636,17,0.0625,0.307692308,9,0.125,0,28,0.647058824,-0.282051282,110,0.111111111,0.009174312,6.5,0.3,-1.9,89,-1,8,0.989038366,0.023744341,0.013024112,0.058823529,-0.003676471,-0.095022624,,,,0,0,-0.111111111,"Killeen, TX",28660,3/19/2023
4/1/2012,4/30/2012,30,county,5,592,f,"Liberty County, GA",,Georgia,GA,Townhouse,13,24500,,-0.455555556,,,,22.51838235,,-0.285416667,,,,1,,0,1,,0,,,,10,,2.333333333,10,,7,70,,23,0.819397993,,-0.082405614,0,,0,,,,0,,0,"Hinesville, GA",25980,3/19/2023
6/1/2018,6/30/2018,30,county,5,2999,f,"Northampton County, VA",,Virginia,VA,Single Family Residential,6,379999,,1.202892754,357000,,2.57,92.14330747,,-0.272501166,93.57648754,,0.134147029,1,,-0.5,1,,-0.5,4,,0.333333333,19,,-0.296296296,19,,5.5,62,,24,1,,0.190041134,0,,0,0.052631579,,-0.095516569,0,,-0.5,Virginia nonmetropolitan area,,3/19/2023
7/1/2017,7/31/2017,30,county,5,2938,f,"Albemarle County, VA",,Virginia,VA,Condo/Co-op,3,145000,-0.267676768,0.078066914,392400,0.054662933,0.093036212,150.2222222,-0.114074074,-0.078850118,165.9021736,0.022570913,-0.032570458,25,-0.242424242,-0.193548387,22,0.157894737,0.571428571,11,-0.421052632,-0.685714286,84,-0.192307692,-0.288135593,3.4,0.2,-0.4,54,-32,-45,0.986199582,-0.001593559,0.024265768,0.28,0.128484848,0.247741935,,,,0.045454545,-0.007177033,0.045454545,"Charlottesville, VA",16820,3/19/2023
8/1/2021,8/31/2021,30,county,5,2564,f,"Decatur County, TN",,Tennessee,TN,All Residential,-1,180850,0.217845118,-0.272452982,194900,0.082777778,-0.01813602,99.37357631,0.364909499,-0.268190652,131.2217195,0.015182357,0.367975328,17,0.888888889,0.7,11,0.571428571,0.833333333,15,0.153846154,0.5,39,-0.025,0.026315789,2.3,-2.1,-1.5,59,-18,0,0.960852514,0.021375388,-0.010016936,0.176470588,0.065359477,0.076470588,0.102564103,0.027564103,,0.272727273,0.12987013,0.272727273,Tennessee nonmetropolitan area,,3/19/2023
8/1/2021,8/31/2021,30,county,5,1454,f,"Freeborn County, MN",,Minnesota,MN,All Residential,-1,135000,-0.26610492,-0.057591623,135000,-0.035025018,-0.035714286,93.70015949,-0.039599083,0.033448082,92.14285714,0.00120778,0.134825896,31,0.107142857,-0.354166667,33,0.03125,-0.175,47,-0.078431373,-0.229508197,67,0.264150943,-0.229885057,2.2,0.3,0.4,16,5,-8,1.01152173,-0.004333677,0.038485994,0.483870968,0.162442396,0.171370968,0.313432836,0.124753591,0.12952479,0.484848485,-0.171401515,0.009848485,"Albert Lea, MN",10660,3/19/2023
7/1/2021,7/31/2021,30,county,5,1938,f,"Santa Fe County, NM",,New Mexico,NM,Single Family Residential,6,520000,-0.079646018,0.063394683,519900,-0.009714286,0.046076459,288.6412431,0.036937822,0.184431932,296.108291,0.020261732,0.151053684,187,-0.060301508,-0.010582011,177,0.134615385,0.43902439,256,0.05785124,0.201877934,464,0.115384615,-0.210884354,2.5,0.4,-0.6,41,8,-11,1.019642353,0.005641349,0.037508344,0.427807487,-0.044554322,0.258495317,0.176724138,0.020474138,-0.018854093,0.338983051,-0.032811821,0.062560287,"Santa Fe, NM",42140,3/19/2023
8/1/2017,8/31/2017,30,county,5,1397,f,"Macomb County, MI",,Michigan,MI,All Residential,-1,160000,0.032258065,0.059602649,159900,-0.012353305,0.066711141,114.083219,-0.009877746,0.068863804,115.4936508,-0.009675471,0.060264373,1579,0.128663331,0.036769534,1418,-0.000704722,0.027536232,1925,0.014225501,0.145151695,3044,0.096936937,-0.033343919,1.9,-0.1,-0.2,14,1,-4,0.976199241,-0.006575918,0.003806353,0.264091197,-0.033264057,0.048070186,0.400131406,0.073284559,0.032395617,0.509873061,-0.029943712,0.062771611,"Warren, MI",47664,3/19/2023
7/1/2022,7/31/2022,30,county,5,624,f,"Richmond County, GA",,Georgia,GA,Condo/Co-op,3,165000,-0.025110783,-0.128137384,209950,0.050275138,0.167037243,140.6799531,0.089536928,0.103400054,122.2707424,-0.053449814,0.150741124,9,0.5,1.25,8,0.333333333,1,6,-0.538461538,-0.142857143,12,-0.2,-0.142857143,1.3,-1.2,-2.2,26,22,-39,1.003215234,-0.005605432,0.016738773,0.333333333,-0.333333333,0.083333333,0.416666667,0.283333333,,0.25,-0.083333333,0.25,"Augusta, GA",12260,3/19/2023
7/1/2021,7/31/2021,30,county,5,2591,f,"Knox County, TN",,Tennessee,TN,Condo/Co-op,3,220000,0.094799701,0.257142857,287400,-0.008623663,0.150060024,165.2892562,0.110608628,0.250517762,158.5121951,0.017200893,0.190202833,81,-0.119565217,-0.164948454,64,-0.189873418,-0.157894737,76,0.013333333,0.1875,124,0.008130081,-0.225,1.5,0.2,-0.1,39,5,-5,1.019181709,0.003370456,0.029701447,0.469135802,-0.052603328,0.221713122,0.088709677,0.007408864,-0.036290323,0.265625,0.063093354,0.081414474,"Knoxville, TN",28940,3/19/2023
3/1/2019,3/31/2019,30,county,5,2237,f,"Trumbull County, OH",,Ohio,OH,All Residential,-1,84500,-0.128865979,0.021148036,97950,0.031052632,-0.039705882,67.16987635,0.03520633,0.022739772,73.76497821,0.119724768,0.045083926,177,0.255319149,0.079268293,105,0.082474227,0.09375,244,0.402298851,-0.061538462,715,0.045321637,-0.050464807,4,-0.9,-0.6,92,28,-5,0.954419885,0.011030748,0.017896022,0.129943503,0.030652723,0.001894722,0.206993007,0.021320492,0.030366181,0.314285714,0.015316642,0.033035714,"Youngstown, OH",49660,3/19/2023
2/1/2021,2/28/2021,30,county,5,2310,f,"Pottawatomie County, OK",,Oklahoma,OK,All Residential,-1,150747.5,-0.080247102,0.120799257,203607.5,0.131152778,0.430732204,89.63046757,-0.070911233,0.161685747,123.4170468,0.147853693,0.313156628,70,0.228070175,0.555555556,47,-0.308823529,0.146341463,58,-0.016949153,-0.216216216,78,-0.082352941,-0.587301587,1.1,-0.4,-3.1,19,8,-47,0.973139074,-0.009950399,0.006429049,0.2,-0.028070175,-0.111111111,0.192307692,-0.078280543,-0.014041514,0.638297872,0.167709637,0.150492994,"Shawnee, OK",43060,3/19/2023
2/1/2023,2/28/2023,30,county,5,707,f,"Shoshone County, ID",,Idaho,ID,All Residential,-1,301000,0.340757238,0.020338983,337000,0.036923077,0.073248408,203.2410533,-0.148563009,0.199122215,284.292328,0.399688705,0.012749611,17,0.7,0.307692308,15,0,0.153846154,20,0.052631579,0.538461538,51,-0.072727273,2.4,3,-2.5,1.8,34,-37,18,0.942724338,-0.010796567,-0.069726729,0.176470588,0.076470588,-0.285067873,0.137254902,-0.026381462,0.003921569,0.4,0.133333333,-0.446153846,Idaho nonmetropolitan area,,3/19/2023
6/1/2021,6/30/2021,30,county,5,317,f,"Kern County, CA",,California,CA,Single Family Residential,6,310000,0,0.148148148,305000,0.017005669,0.121426602,187.8950198,0.00972665,0.184136406,187.184785,0.006208809,0.163454303,975,0.079734219,0.149764151,878,-0.001137656,0.054021609,1032,0.101387407,0.068322981,1182,0.04973357,-0.22946545,1.2,0,-0.6,13,-1,-22,1.011965418,0.010758383,0.014753178,0.485128205,0.289114916,0.342439526,0.171742809,-0.064491649,-0.147031637,0.570615034,-0.000488493,0.037601829,"Bakersfield, CA",12540,3/19/2023
3/1/2013,3/31/2013,30,county,5,1408,f,"Muskegon County, MI",,Michigan,MI,All Residential,-1,72000,-0.085133418,0.263157895,83250,0.189285714,0.190987124,48.06969362,-0.10415571,0.045667331,63.42624065,0.139979555,0.216322146,146,0.280701754,-0.202185792,61,0.355555556,-0.273809524,173,0.253623188,-0.151960784,881,0.008009153,-0.114572864,6,-1.7,0.6,133,-12,19,0.952391487,0.010207373,-0.000331307,0.123287671,-0.078466715,-0.084362602,,,,0.06557377,0.06557377,0.006049961,"Muskegon, MI",34740,3/19/2023
1/1/2023,1/31/2023,30,county,5,2857,f,"Sutton County, TX",,Texas,TX,Single Family Residential,6,104900,-0.511865984,-0.046363636,167500,-0.29309981,1.991071429,68.832021,-0.44760705,-0.374254355,79.57244656,-0.189067088,3.173290635,3,0.5,2,3,0.5,2,4,1,3,11,0,2.666666667,3.7,-1.8,0.7,6,1,-15,1,,,0,0,0,0.363636364,,,1,0,1,Texas nonmetropolitan area,,3/19/2023
2/1/2023,2/28/2023,30,county,5,582,f,"Jasper County, GA",,Georgia,GA,Single Family Residential,6,260000,-0.133333333,-0.047619048,298990,0.097412369,-0.035204905,145.5138943,-0.147958498,-0.062132861,163.794926,-0.066094244,-0.023427512,14,-0.263157895,0,15,-0.0625,-0.25,21,-0.192307692,0,79,-0.0125,0.338983051,5.6,1.4,1.4,115,8,92,0.976134753,-0.004790245,-0.005689733,0.142857143,0.037593985,-0.142857143,0.17721519,-0.08528481,-0.026174641,0.266666667,0.079166667,-0.183333333,"Atlanta, GA",12060,3/19/2023
8/1/2018,8/31/2018,30,county,5,1577,f,"Quitman County, MS",,Mississippi,MS,Single Family Residential,6,141000,,1.690839695,,,,41.2763466,,0.417889769,,,,1,,0,,,,,,,,,,,,,193,,53,0.909677419,,-0.148908439,0,,-1,,,,,,,Mississippi nonmetropolitan area,,3/19/2023
4/1/2021,4/30/2021,30,county,5,1733,f,"Golden Valley County, MT",,Montana,MT,Single Family Residential,6,84900,,-0.346420323,,,,41.41463415,,-0.188923562,,,,1,,0,,,,,,,,,,,,,266,,134,,,,0,,0,,,,,,,Montana nonmetropolitan area,,3/19/2023
5/1/2012,5/31/2012,30,county,5,2206,f,"Lorain County, OH",,Ohio,OH,Condo/Co-op,3,108650,-0.054395126,-0.299032258,129900,0.054383117,0.040032026,80.69458631,0.000442805,-0.067161567,76.21135858,0.096718035,0.0050709,28,0.217391304,0.647058824,7,0.4,0,24,-0.2,-0.294117647,186,-0.092682927,-0.205128205,6.6,-2.3,-7.2,268,-9,145,0.900013312,-0.039715602,-0.055377289,0.107142857,0.020186335,-0.010504202,,,,0,0,0,"Cleveland, OH",17460,3/19/2023
4/1/2017,4/30/2017,30,county,5,1512,f,"Washington County, MN",,Minnesota,MN,Condo/Co-op,3,320000,0.781900898,0.695364238,284900,-0.021585896,0.07509434,212.2015915,0.300859341,0.219029313,131.0888077,-0.018593034,0.031389507,1,-0.833333333,-0.833333333,5,1.5,-0.375,10,2.333333333,-0.090909091,17,0.214285714,-0.055555556,17,14.7,14,78,39,-20,0.972644377,-0.028765264,-0.043599688,0,-0.333333333,-0.333333333,0.058823529,-0.155462185,-0.218954248,0.2,0.2,-0.175,"Minneapolis, MN",33460,3/19/2023
10/1/2017,10/31/2017,30,county,5,1901,f,"Mercer County, NJ",,New Jersey,NJ,Multi-Family (2-4 Unit),4,70000,-0.423868313,-0.391304348,209900,-0.119916143,-0.077362637,54.10457739,-0.338186879,-0.266993734,147.9269183,-0.07602571,-0.031665697,13,-0.071428571,-0.071428571,3,-0.727272727,-0.727272727,16,-0.238095238,1.666666667,91,0.045977011,0.197368421,7,0.8,1.6,25,-63,-55,0.989220274,0.07837029,0.052489817,0.153846154,-0.06043956,-0.131868132,0.21978022,-0.010104838,0.088201272,0,-0.363636364,-0.090909091,"Trenton, NJ",45940,3/19/2023
3/1/2022,3/31/2022,30,county,5,2898,f,"Daggett County, UT",,Utah,UT,All Residential,-1,70000,-0.658536585,-0.692307692,,,,192.3076923,-0.133208255,0.012629162,,,,1,-0.666666667,-0.5,,,,,,,,,,,,,13,-15,-55,0.876095119,-0.068951606,-0.21441121,0,0,-0.5,,,,,,,Utah nonmetropolitan area,,3/19/2023
