PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.0067426072690805845,0.7613032119707656,-0.16952891441970322,-0.3477249953350691,0.37638384091794275,-0.21601981051614852,0.051978491742203904,-0.06976017247174604,0.07095569092089805,0.04057743902281379
0.277724349814174,0.7553871250299294,-0.1734001520661377,-0.288871783672437,0.40525052659090405,0.14504896343166798,0.13887210350993553,-0.18539388514524502,0.1503876381070633,0.12243285175185468
-0.4740836767993049,0.8228444380523685,-0.23875743363416269,0.16603703129946645,0.47387725602290653,-0.1977199319258541,-0.08943427896087722,0.19735153699970207,0.003984051049393363,0.19688899830165013
-0.34081210210233454,0.7709597570299475,-0.1996248394330009,-0.2155185221291446,0.3611369812128744,-0.07638573037133375,0.12938026730317317,-0.0018273070584715638,0.1556449842780456,0.03237500190156452
-0.1883437660737422,0.7453524402993993,-0.39692873784823673,-0.47006455960279897,0.30066125380803604,0.0890853582079474,0.11573035406682937,-0.05331912698993762,-0.03189715877038654,-0.012036569419653404
-0.5643607979860482,0.861639598771491,-0.43723014666232773,0.2947528927228996,0.4370094299330763,-0.40821635425793357,-0.18089667677811871,0.03872782986075224,0.13785438649078022,0.3421851821960141
-0.4940781508304775,0.80321154639668,-0.2789378804803296,0.04654846865780437,0.3759063974874765,-0.19058553740564893,-0.008167898680111262,0.025063430361519447,0.2083106491770065,0.14839137345477216
-0.2697286048444444,0.76303755161763,-0.08624726324704222,-0.19337862166846148,0.31621308751540755,-0.13209042850761296,-0.003207359784301591,-0.017729359782148076,0.05969989792099682,0.0811208165347357
-0.4182921753466419,0.7978717453778343,-0.25837335811489,-0.12677074281497008,0.2992186494095903,-0.2752867557324518,0.004369498973555482,0.14254254162416694,0.03734737634927948,0.18625476647910413
-0.2961261597783106,0.74580127025629,-0.17907544598599667,-0.38309715806956246,0.23380514192550553,0.19006273153169484,0.18070886716177215,0.04712999040580363,0.08857247674456242,0.11763614799307917
-0.2312680821341482,0.7471721372113339,0.01929120437342345,-0.31539244632759406,0.23931116446438905,-0.10055396061075403,0.05568857682240022,0.10821347314930667,0.038368893958792435,0.02277472008919537
-0.5439332045551131,0.7727948975117128,-0.38666466695283136,0.011642382269545459,0.314812507435144,-0.002486919387101607,0.18043054740517914,-0.2421376796258749,0.26635788946097866,0.09513594431701541
-0.4797134553843957,0.8025381310991339,-0.3429976761714662,0.03102419404226442,0.301510860899084,-0.16604269600828248,-0.08304274895801576,0.14384985688833296,0.1869867215577597,0.02677231646425541
-0.4728872799819105,0.7778078574080677,-0.09598169192047543,-0.41526848201452027,0.19516825917532582,-0.12264333598035453,-0.09542748181529684,0.587188969451931,-0.13603794503105682,0.2398034837907927
-0.2560339449755094,0.7274322323529131,0.04144372145880292,-0.3429148419510632,0.2193718934240362,0.05496862617587112,0.19750692235043055,0.06814918512407782,0.0121102373610501,0.05288760956611645
-0.11621407206580954,0.752190582669043,-0.03757700668740564,-0.2294386465504309,0.24390938741321186,-0.20082568517440155,0.037837050587015426,-0.030870424242219235,0.005060570041355866,0.06136145772047639
-0.24906180850325596,0.750795055914023,-0.09435838516070023,-0.396965547207877,0.19582552633551886,-0.15919846123221415,-0.031623980495229555,0.08388970958926192,0.14452044681204348,-0.003087392258577895
-0.5979764114019512,0.8038446156641963,-0.3279543009880694,0.17334041338892678,0.31807546597619,-0.08032773466767801,0.16904289745405546,-0.018132181155536435,0.2248463873216291,0.20313440742718025
-0.45315641661689293,0.7975723735987289,-0.39513655734321307,-0.24762820960679835,0.2140930646830199,-0.03757846287448111,0.11084289732375714,0.37026688182675704,0.043286889979245305,0.29568964926270414
-0.36509874345272897,0.7528436290033879,-0.05262012875427856,-0.2229136317102951,0.22406232626528855,0.04932354764255364,-0.014935502151288508,-0.05206995588135025,0.07478094806251173,0.11200261886148857
-0.4550801445323875,0.7635096922526267,-0.15267948945389515,-0.15540689729106588,0.22677953123719458,-0.04227345108181202,0.04874797379268677,0.08515492629379717,0.01637246357191822,0.14307909464845736
-0.1899826009686676,0.7505863055086044,-0.28489180075166876,-0.41993073958640953,0.1662555518767709,0.09844238813926504,0.05533497640385372,0.026200216414805712,-0.08639197259507338,0.06368602750013899
-0.3064184540045911,0.7740404300233523,-0.02205215509189941,-0.1180461302016903,0.22526915532196015,-0.2085003644764759,-0.05591132586675581,0.15857657910570733,-0.05375073344389812,0.1874549589309508
-0.5402925636776625,0.8414828204302003,-0.3671667952645879,0.3668920603632035,0.33020034899238737,-0.3518999160536853,-0.3176470888178144,0.046138784499104066,0.23435561806533345,0.13303871966550274
-0.340966318433942,0.7525165791862399,-0.009993439281553843,-0.3348203245162636,0.15704469705093185,-0.0918907176976003,-0.030087629052919992,0.20256683725164193,-0.03233083790663483,0.04432166617787604
0.03696228069137833,0.7548597888898304,-0.14072745392045619,-0.2899980530768172,0.13615092982267465,-0.18380855202400864,0.05657315621433889,-0.10569854621421812,0.11933520385746693,0.05668657471304021
-0.46251852907530583,0.7833881035271762,-0.0637456920984353,0.11178224533733418,0.21450451597200812,-0.1155094727235799,0.03225123520643132,0.047907986282894194,0.07830396316991667,0.19079439257430877
-0.2714652510189946,0.7494102509890387,-0.06404908116856864,-0.17255549270277157,0.1545211728718598,0.014397926039726616,-0.17782021735102302,-0.186450024858859,0.10508599223619706,-0.000475428580381267
-0.4626896963435656,0.7420091072832045,0.08789603957754026,-0.2681103885477655,0.10586519394843028,-0.045334984254692366,0.01768078040546735,0.18436258622359056,0.01404933450444831,0.09123904552526003
-0.3956487834350894,0.7517798348797059,-0.07164921712339978,-0.5016336619133591,0.03483169736339555,-0.25543322134860874,-0.03721073816625324,0.4020907887767789,-0.041442458554189335,0.04406055711049142
-0.41319946818704356,0.7407824095176235,-0.03064758137722893,-0.2078719991823817,0.08903075880926832,-0.026789474791833082,0.24976029931633384,-0.027083428739312437,0.043007795659571454,0.036362609574105934
-0.6343293573909338,0.8805520986478355,-0.4412658668641641,0.5999663150978566,0.2567340765768152,-0.2491869381722335,-0.03767750462328838,0.2777559716214752,0.1483471534532023,0.5120259115171836
