PC1,PC2,PC3
-0.978761567,1.156411724,-0.742358882
-1.043957229,0.219353667,0.630826541
-1.82051189,1.9066934,-0.343580146
0.237133283,-2.236018402,-1.415297438
2.027221313,-4.43554725,-1.197688452
1.259283586,-3.158283933,-1.327888975
1.674421402,-2.785428728,-0.081484584
-1.834239142,1.065801163,0.829165252
-1.172922001,0.695126845,0.545292844
-1.305246128,0.646043791,-0.852726627
-1.047856198,0.422825486,-2.160516829
-2.106491233,1.918917938,-1.101095529
-1.429094699,0.677938908,-0.045726953
-1.704792172,1.359949408,-0.265795887
-1.785730412,1.572968821,-0.771779322
0.373905316,-0.955608747,-0.804657976
5.098846065,-2.021111296,-1.693031306
-1.904043646,1.297391811,0.654569485
-0.227982609,-0.720442707,-1.105820175
-1.338981029,0.625221988,1.03554502
-1.06816261,0.814634849,-0.46219661
-1.429429452,1.450419457,-0.364028498
5.36856444,-7.204288382,0.194300524
-0.757440388,0.06264283,0.084900757
-1.667696489,1.188856407,0.233564848
0.643360695,-0.767472744,0.070414559
5.348678904,-3.8612563,-0.934636594
0.079210565,-1.094574285,-1.973067373
-1.038276419,-0.187784638,0.377023658
-1.639423308,1.273879921,-0.20034114
-0.009163944,-1.14050666,0.373562857
1.303650459,-0.571617741,0.343084266
-0.016741752,-1.223159341,-0.10150873
-1.955060729,1.537347758,-0.378028829
0.359234449,0.016676153,-0.570205474
-1.389603308,0.834181963,-1.321020902
-1.582009456,0.827589397,-1.864331679
-1.50673242,1.184913714,-1.210803408
0.988393905,-2.968769652,0.283417098
0.794750782,-2.402825783,-0.489407085
-1.942660499,1.220194616,0.440385684
-1.784611804,0.943483476,0.707913215
-0.929494114,-0.05480452,-1.281203677
0.74284567,-1.14766765,-0.343562554
0.29632886,-2.142661744,0.213160445
-0.051183931,-1.423656262,-0.480721257
-0.62297271,0.096228757,-1.125544447
-0.894467431,-0.111895336,0.595103201
-0.529750304,-1.162389654,0.230976815
-0.234182568,-0.485029815,-0.42158393
2.706686874,-5.037942616,-0.322444159
-0.562759703,1.002318474,-0.97689216
10.45427231,-2.04793518,-0.517257203
2.409649939,-2.343239644,-0.188349137
-0.626929996,-0.013554058,0.717085398
-1.356904244,1.078180956,0.025748885
-1.158045643,0.567532953,-0.783615153
2.958174789,-1.118365078,-0.651552712
-1.072496876,1.065833056,-1.054647055
-0.505654987,-0.375292218,-0.551070049
-0.013170598,0.717128251,0.910163778
-0.555440453,0.057872282,-0.183950955
-1.677938241,1.235182421,-1.001463638
-0.870159669,-0.102681806,0.836138185
3.579869757,-1.344083248,-0.131202761
6.36133553,-3.238647822,-0.190552755
0.648239705,0.423155526,0.47543253
-1.343997684,-0.488349799,2.294082133
-1.117353324,0.908890445,-1.140010509
-0.0383852,0.035578826,0.909391897
-1.602870063,0.307061608,1.759406665
46.83245188,26.26637839,6.479485929
66.43982816,32.12681491,4.696164332
2.474533394,2.100262775,1.56997142
-2.205835374,2.138296466,-0.182626502
-1.077680919,0.327132577,-0.049639618
-1.893586319,1.472945634,-1.884699481
1.799038008,-1.266153652,-1.863754361
-2.106882972,1.96970788,-0.1955414
-1.303938254,0.594643252,0.04221444
-1.57436341,0.60531413,0.740916693
-1.026164965,-0.537868087,1.854135017
-1.684846188,1.329810629,0.517010191
-0.991346257,1.498507044,-0.229729489
-1.165399881,1.053759842,-0.431443984
16.15027649,5.223558466,-1.469475314
1.39422382,-2.169700743,-2.525820563
3.778155122,-3.968636499,-2.980983654
0.870516591,-2.556783572,-0.989997433
-0.777736926,0.197649449,1.404577922
-0.158871269,-1.348185706,0.020625249
-1.218290772,0.602220149,-0.65272995
-1.471403467,-0.086577252,2.410245728
2.130200676,-2.097019498,-0.61668714
-1.801541596,1.626351399,-1.056260095
5.032487605,-2.57476755,-1.008316576
-0.279386274,-1.391594423,-0.168139117
1.764125185,-1.198646709,0.554507096
-0.387288829,0.599915414,-0.234297303
2.192413387,-1.644270007,1.464359974
0.333348604,-1.676899303,-0.788710602
7.143536921,-0.001140944,0.63798676
2.015745904,-4.97692996,0.123502542
-2.052191289,1.342162494,1.244252649
-1.403822756,0.815487153,-0.151574742
-1.712117165,0.86242735,-1.224294294
-1.560931527,0.565662417,0.682145143
-0.786509956,-0.749572224,1.469324868
4.07150229,-4.530136128,0.994246393
-1.962692903,2.049823821,-2.089585726
-0.487953066,-0.487791416,-0.30790257
1.229951094,-0.652651281,-1.338792431
7.149840241,2.653296465,-0.560348579
1.206649014,-0.597157574,0.556031961
-1.649673629,1.075076094,0.394141441
0.159192491,-1.3019674,-1.09721591
-0.598316579,-0.273932122,0.516099355
0.035076264,-0.536357848,-0.337344854
3.21113537,0.870226048,1.503298888
-1.510766477,1.370377943,-1.56263093
-0.867316455,-0.822292507,0.674660565
1.89571353,-2.031952913,-0.867124793
0.080926275,-0.487489853,-0.751970692
-1.120862341,0.234324872,-0.197788742
2.126502083,0.569039567,-0.919741815
-0.952809684,0.826854657,0.596513377
1.979863429,-2.917115634,-1.436258638
-1.436061882,1.819086153,-0.767826392
0.175992766,-1.886864315,0.333386083
-0.489957562,-0.514891356,-1.407360223
2.661298686,-1.475620539,0.637387522
-1.281966521,0.969013316,-0.940045854
-1.44624563,0.947443316,0.115453728
-1.558891205,0.654969387,0.97753346
-2.178733467,1.957525418,-0.193224902
0.353631113,-1.616918403,-0.798382027
0.546778379,-0.816866176,-1.515770808
1.170249262,-1.133588261,-3.922864723
4.009488574,-0.897405766,-2.834469915
3.628497167,1.686721437,0.679160504
-1.20826496,1.34215098,-0.475977337
-1.666200193,1.310558072,-1.586389823
1.709454949,-2.399868194,0.220504777
-1.208709456,0.693499513,-0.076452903
-1.737240157,1.3599424,0.155076058
-1.489664086,0.303626067,1.236989632
-0.436477472,-0.708099585,1.275247336
-1.084975326,1.328877918,-0.911262937
3.03734684,0.695408363,-3.985828815
5.256123289,-5.731052802,-5.40249071
7.01328945,3.415088091,1.992100786
-0.35777995,-0.735396494,0.128633654
-1.261925596,-0.179936602,2.016068281
-0.407680519,0.427490947,-1.016279271
-0.122186056,-0.366006373,0.050445
-0.381734834,-1.141214552,0.176853168
-1.006017677,-0.61641388,2.325310543
1.765848339,-4.664024224,1.114278387
-0.563957242,0.069478199,0.336178061
1.129872414,-2.636846841,-0.303139681
0.597009531,-1.383797126,0.375361336
-1.219541524,0.425416239,0.152282695
-1.054780482,0.404094771,0.626500535
-1.517849513,1.049747333,-0.361468596
-2.413797388,2.170866711,0.419978757
2.589751082,-4.443079753,-2.086065991
0.783810691,-1.63541787,1.048576641
0.122049293,0.012841263,0.224835905
1.55085282,-2.330794349,-0.844430471
-0.236240685,-0.674085141,1.304201574
-1.000440215,-0.123000777,0.923036356
8.852376627,3.015853849,2.299416489
-1.228154964,0.675811488,-0.466165099
0.59541203,-0.047930116,-1.158057859
4.370004963,-7.300997556,1.359594705
1.230957325,-3.371878837,-1.200001202
0.116712057,-1.801093982,0.900056659
-0.20410218,-1.188391639,0.987875277
-0.925942155,-0.598028858,0.183526429
-0.708215315,-0.189306483,0.404458691
0.828335878,1.867987693,-0.753283895
-1.369627953,1.638214426,-0.486852818
-1.16618915,0.632138218,0.440326307
-1.089345916,-0.136201426,0.62441485
-0.837664383,0.8370561,1.065295351
-0.17393553,-0.095371157,-0.064719407
-1.055327118,-0.842472875,2.481692045
0.583041588,-1.280907155,0.501435586
8.28806272,-1.810271712,-0.700637962
7.294396883,-2.283189908,-0.662903204
-0.81405995,-0.253520252,0.56569047
-0.836963055,0.424484632,-0.797551436
-2.335766672,1.777095153,0.505732548
-0.882057073,-0.094378486,-1.003101767
-1.530036956,1.505451341,-0.689659905
0.883772145,-1.303009362,-0.623790243
-0.03271075,-1.423020369,0.881618139
-1.908857415,2.558084784,-1.955071068
-0.864852491,-0.296121772,0.499176412
15.8647753,-12.84258907,-6.234471467
5.531633602,-8.713841715,-4.044751016
0.567822517,-0.779885048,-1.363030728
0.347638951,-1.30147497,-0.712385817
-1.126487047,0.343915848,-0.075710723
-0.831009361,-0.041631537,-0.61750581
14.16584146,-5.358193272,0.066776085
-1.186471951,0.593522641,-0.172947037
-1.312980801,-0.458974876,2.780697348
0.510702711,-1.593723914,0.492681862
-0.620091806,0.874982674,-0.789368715
-1.110642106,-0.347826398,1.938177355
-1.347088202,1.466546656,0.193761469
-0.757952521,0.330296669,0.337015953
-1.136460135,-0.412440582,1.846748068
1.622281122,-2.638684563,1.099351284
0.437465377,-0.881193985,-0.165998028
3.03426805,-4.865371234,0.250101817
3.017148798,1.752176284,-0.875724791
-2.172657145,2.325902142,-0.747188739
-1.695073205,1.522367516,-0.645160459
0.038917733,-0.108932951,-0.626398075
-0.748162417,0.43915893,0.947631967
-1.256767125,0.027693223,1.628029084
10.97914908,-13.31767012,-4.567858378
-1.799658996,1.437386578,-0.180891544
0.555682514,-1.821357615,-0.598292793
1.69704177,-3.358575212,0.099142167
8.508965348,0.970804613,-2.006096089
-0.350003365,-0.281107675,-0.166354605
-0.753787251,-0.905254575,1.34063216
-0.429867041,0.343653685,-0.590990266
-1.726788197,0.966085846,0.599445606
-1.032803981,-0.330042036,-0.378870156
-0.850916318,-0.126494741,-0.627823171
-1.118086729,0.323802049,0.14562452
5.531749066,-5.161758767,-2.871860368
0.470317753,-0.348364141,-0.567358303
-1.024499869,-0.132086833,0.855228138
-0.660417642,-0.528566261,-0.252224218
-0.394040544,0.282434659,-0.022104201
-2.362878093,2.161773461,0.031744496
-1.06737967,0.665631781,-6.0530782
-0.567100103,-1.140933808,1.291478654
-0.807767879,0.604750577,0.979074509
0.887835249,-1.878373892,-3.570209399
-1.05943014,-0.06085186,-0.541636315
8.177311268,-0.514956013,-0.290206043
-1.408735609,0.437548391,0.037494117
14.52540869,-3.059800799,-0.685227498
2.198661594,1.226933105,-0.710251519
0.646800034,-2.290803429,0.602313712
-1.182802854,0.607800499,-0.110793681
-0.408780018,-0.05469122,-1.368139564
-1.095058993,0.210741819,0.47254613
-0.80419766,-0.119668875,0.446648301
-1.666190469,0.879268977,-0.179807207
-0.945025694,0.579893815,0.320904355
-0.757696017,-0.022318104,-0.119340506
-2.105108526,1.687421274,-0.360174431
0.160884691,-1.556378081,-0.273278648
-0.444255967,1.209263557,1.122403072
-1.743558786,1.195929605,-0.793139473
-1.806463698,0.633891618,1.804220172
0.598261984,-2.102504385,-0.440285828
-1.728009813,1.408965132,-0.608904409
-1.393996999,1.718595546,-0.468428034
-1.177279419,0.684106185,0.148701629
-0.607152075,1.12139525,-0.214967985
-1.981770495,1.874395783,-1.245109298
-1.812677172,1.68399243,-1.224383239
-2.623230727,2.965000595,-1.953272532
-2.126538252,1.885062326,-1.64634152
0.178277939,-0.717968933,-0.057985647
-0.978886923,-0.397737856,0.857964567
8.65511033,-1.421174839,1.095425423
-1.262518409,0.83269831,-0.515648642
-0.882885423,0.13837914,-0.127653936
-0.791081783,0.044212012,-0.511856251
2.433349021,-4.75161044,-1.669144891
-1.062898427,0.35693863,1.386743033
6.957828977,-5.303098176,-0.796843329
-1.269222995,1.204983879,-0.319606521
-2.053897979,2.270282842,-0.997141238
-2.042964924,1.598667451,-0.498191703
-1.411608707,1.041603404,-0.850054952
-2.074754553,2.229055925,-1.647813827
-1.748620561,1.544860217,-0.356535471
-0.778717775,-0.647005636,1.72318462
-0.234985006,-0.323126265,-0.17133063
2.42462107,-3.142118633,-0.129652859
3.526037424,0.762438138,0.764316576
-1.052055547,1.231140281,0.980208305
-0.254155358,-0.47073887,0.506765979
-1.346172994,-0.037742017,1.563710787
2.040980385,-1.026970086,-1.609442753
5.311752532,-3.265710539,-0.559472762
-1.475776142,0.719602444,0.454930165
-1.323474439,1.648195514,0.062936735
-1.34726813,1.069777894,-0.476521666
-0.357881562,-1.088721184,0.031582493
-0.51761893,-0.575752221,-0.692016608
3.518952814,-2.864606614,-0.518479873
-1.679469516,1.182135101,0.064537085
-0.838806357,-0.722057201,1.557616804
-0.422813727,-0.666570263,0.73769591
-0.757911512,-0.069476052,-0.152436466
-0.390486636,-0.856632119,0.762094044
0.94870222,0.8582779,1.146508395
0.761525432,-0.885120005,1.151673991
0.225200704,-0.512899057,-1.522563613
-1.334723812,1.0215183,-0.27840254
0.020735107,-0.706510808,-2.581488739
-1.776145385,1.718958133,-0.684619519
6.231803169,2.274727198,1.536720015
0.654782998,-1.976764569,-0.363562853
-1.107370326,0.354122612,1.449820122
1.727392827,-3.822360885,0.336732591
-0.901734767,-0.575860352,1.655398038
-1.627907317,0.648037878,1.283783728
-1.674232305,0.950937238,0.10239337
0.120114224,0.917928386,-1.10345697
-0.949378908,0.911983775,-1.265333827
-1.194054575,0.048910453,1.328489708
-0.599332617,-1.365980111,2.108597864
-1.399667441,-0.011518297,1.999698397
-0.892061962,-0.414743625,0.079950297
-1.066122612,-0.540883569,2.362757998
-2.191231528,1.743225274,0.074180263
-1.550765642,0.732026437,0.083418318
-2.072493211,1.744723812,0.41148492
-1.260041484,0.913702412,0.587526408
1.851272121,-0.626862997,-0.068385011
-1.910212272,1.536920937,-0.422592189
-0.212277522,-0.900612402,1.008132473
0.243239722,-1.007418521,-0.243558408
7.283521549,3.522620619,2.44392719
-1.108832844,-0.08196065,0.705777297
-0.781489534,1.08495649,-0.3901194
0.320857056,-0.873853314,-0.683382484
-1.037435638,-0.175844071,1.283983864
1.396509606,-1.62215539,-0.744661569
0.134969504,-1.561505773,-0.060538915
-1.362117628,1.078745165,-0.870711925
-1.524253635,0.580268142,0.480595664
-0.657358578,-0.57524923,0.678236005
0.637748192,3.10551622,-2.590088868
1.402155627,1.367904052,0.219681239
0.802453191,-2.461996327,0.08309629
-1.510325859,2.059586827,-0.732288134
2.061396911,-2.530349997,-0.542431451
-1.222290274,0.206098422,0.593883786
-1.885725452,1.547769497,-0.524606666
-1.615159708,1.640925678,-1.002020737
-1.867036128,1.745153805,-1.166393259
-0.575738999,-0.639883455,-0.494528177
-1.219187812,0.699426594,-0.769181207
0.134004759,-0.955821482,-0.03279331
-2.418247044,2.356279302,-3.838577671
0.623066404,-0.918461661,-0.163005965
-1.567343721,1.247067923,-0.678596665
-1.992185238,1.665311725,-0.125369025
3.937359174,3.578367105,-0.810228885
-2.197394808,2.110826057,-0.100288512
-0.20864658,-1.744970185,1.551333422
-0.472643509,-0.772436522,-0.018167263
0.77695326,-0.666916429,-0.656231509
28.38621168,1.209943462,-4.062475566
0.214447053,0.286790248,-1.210227325
-1.752362756,1.033710315,0.707358934
5.956737732,-3.974728629,-2.458431489
2.544587637,-0.84638969,-1.546633787
-1.132249934,0.921032399,0.072442195
-1.291063438,-0.092632197,1.533462472
1.187151624,2.256740731,-0.531196569
-1.987939938,1.723650069,-0.026885418
-0.976873441,-0.18146719,0.238995796
-0.001203095,-1.782960445,0.214758253
-1.26171887,0.48432283,-0.961860156
18.68976144,-3.242413484,-3.370737531
0.028547245,0.316955853,-0.107718795
-1.638170981,2.037233118,-2.244373826
2.39553536,-1.030968829,0.175778486
0.413885747,1.352351812,-1.385886928
-0.444431047,-0.108607805,-1.076746347
-2.016955733,1.421950249,0.754749167
11.0363651,-3.711166688,-4.495211878
6.473172684,-5.204125178,-1.678148043
-1.36089177,1.098668076,-0.664918178
-0.892687656,0.149671419,-0.163649976
2.66175233,-2.14584565,-2.842065172
-0.830992328,-0.151688001,-0.665937188
0.0610829,-1.326172115,-0.561105021
-1.99989759,2.150358806,-2.774132268
-0.76658485,-1.03248074,1.977555849
-1.608689911,1.255366142,-0.870804685
5.590900763,-7.417208067,-3.852533231
-1.264569831,0.123238433,0.375830849
-0.325313222,0.227375979,-0.927639069
-0.682649091,-0.414112675,0.278653531
0.295129908,-1.44869643,0.049690795
-1.139874179,0.351402642,-0.807372261
-1.249114022,0.954754728,-1.641291046
9.304318077,-1.079968827,-0.370523295
1.338031674,-1.729373997,0.346380126
-1.748682573,1.455686361,-0.140402949
-0.956233017,0.508224023,-1.481261592
1.38646421,-1.282282103,-0.984996015
-1.346050491,0.486897504,0.254376231
-1.34183218,0.93108517,-0.186396145
0.538552054,-1.819203481,0.091013226
-0.258014347,-1.089314267,0.842390183
1.81748395,-3.39718177,-1.731040147
3.131791225,-3.957179974,-2.137933444
7.483910784,-12.90545013,-2.148470989
4.336417378,-6.918134843,-4.58670726
2.566104866,-6.053415529,1.362495587
-2.18024505,2.431539476,-1.012005784
-1.300412645,1.00915752,-0.145816146
-1.699523826,0.678820849,0.272838172
-0.143872162,-1.035974514,-0.118719029
1.37770404,-2.19302192,-3.438642206
-1.803590703,1.682914177,-0.110717336
3.83029687,-2.01173261,1.525284029
-0.624289683,-0.475071732,0.76520604
0.223151269,1.43391024,-0.960690952
1.603077898,-1.772340505,-0.658004343
5.971545578,-2.130846458,0.145966867
-0.062042488,-0.847037207,1.500233018
-0.423672966,-0.472048875,-1.594817345
-1.332278171,0.911843333,-1.097334989
5.756014973,-0.97692867,-3.084514736
-0.927788459,0.060313043,-0.203334889
-1.843964587,1.676165026,-0.048112775
-1.734970256,1.561683909,-0.782610626
4.466440399,-4.880865855,0.595739269
-1.694601198,1.677232882,-3.0254541
0.081999779,0.576291567,-0.14539186
8.833018285,-2.857870309,-0.998139743
-2.179619579,3.378774344,-2.520650879
6.897778823,-7.450887225,0.371889801
2.715042464,-4.415634132,0.396573685
2.625326113,2.449825173,0.263515988
1.084076622,-1.21882746,0.29047816
-1.423784302,0.7303453,0.499944596
13.20462833,-4.583180721,-2.571379805
-1.759194689,0.359831897,2.283466743
-0.978743563,0.828977335,-0.721095041
0.758396352,0.379932408,1.514054096
22.55831128,6.686027938,-3.634521323
-1.767413593,1.357915265,0.306027536
-0.172713159,-1.428600957,0.123233568
-0.221065811,-0.606092,-0.528199605
-1.095944541,0.680227859,-1.453086516
0.92360527,-1.493272118,-1.370815481
-0.812441617,-0.768567543,0.241416655
