PC1,PC2,PC3
-1.543482013,1.177697625,0.317267125
0.881177725,1.136083048,-0.040699333
1.006866619,0.078085762,-1.625463283
-1.498693473,0.262029384,0.374953369
23.64309181,2.386100156,0.457292867
4.229398323,1.845009352,-0.332229683
-0.939569502,-0.726123634,2.028022131
3.333214301,-0.003207885,1.693777767
-0.677345779,0.50974802,0.275794633
-1.037815777,0.77336796,-0.180477052
-0.770254839,-0.273866744,1.157081413
-0.975323232,1.125651394,-0.061346614
0.38396851,-2.15843389,0.993941841
-1.967000412,1.508719095,0.214592053
-1.936832479,1.73180435,-0.378686994
0.679353053,-2.490559073,-0.984055014
13.45508376,7.273644942,1.34083471
0.156780688,-1.624084347,0.143209609
-1.520073986,1.09739272,0.576668551
6.401381861,-1.555310699,0.668072627
-1.260767377,0.72985257,-0.624124228
-1.725170084,1.171211299,-0.6855878
0.866267456,-1.704425643,-0.939988958
-1.129360927,0.480317656,-0.055315148
-0.267553054,-0.847199855,-1.433311401
3.901745557,-0.285132296,0.800614519
1.180957282,0.253984712,0.996558001
3.462247043,1.751414129,0.467888467
-1.340090695,0.543885245,-0.060985405
1.296156019,2.268360445,0.016154039
-0.225947877,-0.517164496,0.72200194
-0.687422559,0.472746407,0.810733817
-0.805068135,-0.033052556,-2.167460291
3.961304239,-5.652470203,-5.184834105
0.246258084,-1.510813887,-0.108795446
-1.453398369,2.029077285,-0.431286165
0.138148442,-0.098896154,-1.237131177
-1.036073329,0.265157133,-0.545511874
3.088582334,-4.556767642,-0.353526853
-1.214122711,0.658288501,1.040233951
-1.560301389,1.303937266,0.271350225
-0.220476589,-1.268023552,1.26753721
-0.863898914,0.364731352,-0.324241247
-1.175768147,-0.228633991,1.880018686
-1.324959192,1.010028254,-2.304335717
-1.293487041,-0.100883032,1.920520043
-2.034055676,1.762620688,-0.840563164
2.492638067,-1.532024888,0.341505709
-1.316894911,0.681064565,0.424323204
-0.381217609,-0.371639288,-0.262679595
-1.898143139,1.2636387,0.636371859
-1.411817409,0.069617149,2.326648251
-2.61656421,3.112060864,-1.346609403
2.419505257,-5.14276235,-0.017611024
-1.767240526,1.183077756,-1.495240257
-1.448822414,0.774723244,0.572454878
0.387231675,-1.608179668,-4.136198117
-0.79752527,0.152219415,-1.302899925
-1.698543683,1.156455801,0.866042895
-1.28973223,0.840614625,-3.448447896
2.270584297,-4.503257724,-0.761248992
-1.737589426,1.516493903,-0.627834148
-1.745982289,1.54042038,-0.140342417
-1.38222688,0.746188941,-0.055711396
-0.55800463,0.605800649,-0.494737506
1.035978771,-0.926701171,-0.742347526
-1.372214584,1.041894669,0.404378437
-0.549690413,-0.539938437,0.002095145
6.205422404,3.537311378,1.280057127
3.756198736,-6.531687466,0.380430335
-2.392991564,3.455397777,-3.091235716
-1.904700935,1.606304672,-0.798955473
-1.321653332,0.753955696,-0.496394383
-0.8405315,0.482813352,-0.686678547
-0.282022657,0.752723042,-0.175678951
-2.038322359,2.358497273,-1.442502619
0.1065929,-0.259767406,-0.241270127
-0.968416215,0.256402411,0.936491987
-1.791238267,1.582992046,-1.04297202
-1.183228692,0.869750879,-1.149913546
28.08181259,8.711221465,-4.352662883
1.293111193,-1.719042027,-0.819329693
-0.811127999,0.164273603,0.738893774
-1.898130158,1.887921365,-0.056434251
-2.772898606,3.497946796,-2.290371523
0.129721608,-0.455712258,-1.626425092
-0.13010553,-0.141967802,-5.095650413
-1.781804795,1.80958632,-1.013795764
0.099360332,-1.375564065,-1.491826587
1.530354629,-1.014012804,-1.110564377
-1.862736079,1.575131356,-0.364039131
1.292088252,-1.966775825,-1.643443961
-0.746870094,0.421581914,1.338457248
-0.685873802,2.903599955,-1.308785294
-1.694875868,1.729343476,-0.8337554
0.931884792,-1.488085404,0.5800101
-0.472940088,-1.295275067,1.118177388
0.911337893,0.428126042,1.112007596
0.962964502,-2.08789826,1.130419936
-2.232093833,1.984403281,-1.349075846
1.346080281,-3.06511894,-0.89835619
-1.587918159,1.310424042,-2.045173743
-0.720406362,-0.045675142,0.523604991
-0.437380342,-1.395545019,1.09637474
-1.914461407,2.054893609,-0.91136021
-1.884691167,1.803299794,-0.742874963
-1.94170685,1.561620976,0.072113569
2.233921388,0.713049012,-3.334698511
13.62866915,4.564891426,-1.873249479
-0.63097998,0.010427016,-0.993728466
-0.493455809,-0.46725128,0.754884571
-0.904733779,0.57614677,-0.079441099
-2.331254912,1.802498506,0.984962954
-1.049162116,0.955587087,-0.024328033
1.970717256,0.088088051,0.773282452
-1.06408398,-0.368241849,0.495216266
14.47090048,-0.574014281,-0.051953828
-1.144976205,-0.519362929,1.133062607
-0.153077912,-0.656394955,-1.249044648
8.127525592,5.264119047,1.14437114
3.182957782,-5.025154787,-0.239286325
-1.660913479,1.883963468,-1.054082872
-1.205354781,-0.438118693,2.331439055
-0.833756089,0.321040304,0.988106973
-0.033278128,-0.01278689,-1.674349032
-1.704112474,1.012088298,0.903230154
2.724119425,-5.324854249,-0.206919586
3.237050648,0.788264689,0.014300295
9.821328958,-4.737838478,-0.152766109
0.217254193,-1.332825528,0.709683007
-1.699339808,1.654928566,-0.138305775
3.401323079,-0.800536414,0.093901127
9.193485797,0.148478362,0.095961735
-0.175542556,-1.060818512,-0.966623122
-0.798886323,1.040831126,-0.251807379
7.724886033,-5.525404343,-2.97295527
-1.036808211,0.364618727,-0.490786651
-1.31156622,0.783082555,0.074216875
-0.698441013,-0.266030273,-0.105318534
1.061375036,0.457897233,-0.649551479
1.516526751,-1.050113309,-1.529891775
-1.781928389,1.842898046,-0.237113564
-0.175423384,-0.656635603,1.132474073
8.338632644,4.071949388,0.97924572
5.189031343,-2.395559612,1.142523967
1.209949483,1.414606486,-0.105693442
-0.637153495,-0.768431505,0.524383083
-0.914785375,0.16689853,0.205668425
0.29361121,0.969745043,-5.010598126
-0.014735505,-0.737533744,-1.311070083
1.587039987,-1.003634319,-0.400776446
2.106719906,0.937040041,0.229067722
-1.315485466,1.09633322,-1.45202638
-1.074623041,0.260742521,1.310497299
2.952339373,4.312304351,-2.60188789
-1.514346724,0.319118737,0.181958146
-0.905091298,-0.232866226,-0.410315631
-1.773391466,1.580137345,-0.755441288
-1.699762323,1.370434587,-0.138740282
-1.532506992,1.042032816,-0.095957338
-0.116812966,-0.604674348,0.075176251
-0.429599363,0.190109919,0.070064114
1.003613207,-2.802423876,-1.220547429
-1.209236185,-0.440280595,2.302816358
3.946206569,-2.86804267,-0.893165989
-0.717694335,0.275968647,-0.454274504
0.84004455,-1.298238505,-0.675092209
-1.361020063,0.569084104,0.198645345
-1.059157654,-0.087289385,0.182768955
0.307471503,0.287118792,-0.262661443
1.301981508,-2.386274795,0.087562566
-0.921070276,-0.160173311,1.501953456
-0.828278333,0.865751185,-1.19660748
-1.370760568,0.683961174,0.203251964
-0.34344013,-1.044906281,0.357263138
-1.948571021,1.190017304,0.346457232
-1.75791418,0.974087944,0.366709755
-1.226556245,0.805143187,-0.367499826
-1.265731057,0.623251954,-0.048406185
3.120042476,-7.822287246,0.296410914
-1.166605054,0.579251387,-0.088299723
-0.923359804,-0.072663136,-0.203490747
4.310308162,2.236499361,-0.858829625
0.5476592,-1.845264506,-0.784845427
-1.729854156,0.944664966,0.205906786
2.104655544,-3.439943425,0.771452874
-0.618696584,0.031973729,1.377589083
4.679531884,-6.489559265,-4.427456327
-1.688580173,1.394616365,-0.587915697
-1.191334291,0.778403168,0.147095989
-1.447892657,1.029545621,-0.480874713
-1.923492564,1.624159091,-0.538106221
-1.626280404,1.493248519,-0.208837756
2.799223206,-3.387821705,0.857106799
-1.015369988,0.69945505,0.12096723
-1.269809562,0.127559204,0.978162559
-0.840814278,0.189436196,0.293868274
-1.370691091,0.917750166,-1.616147178
-0.927840115,0.137388575,-0.000573986
-1.469485681,1.534715798,-1.822225323
5.494119484,-0.912409775,-0.219638933
5.043824236,1.295194773,0.117829059
5.86531308,2.99739038,1.502920613
-1.264819589,1.248337844,-0.405652974
-1.388651719,1.200258468,0.245064625
-0.956715918,-0.622045665,1.155329552
-1.51623479,1.054710056,0.027314065
-1.34630213,1.15346588,-1.103928359
19.7223055,10.26537461,-0.755733898
-0.103443321,-1.031840648,0.203095071
0.135015281,-1.470161874,-0.055523889
5.845105299,-4.461486406,-5.108003552
-0.774002902,0.639580122,-1.957521587
-0.004666268,-1.042680975,0.001432998
10.84241312,5.1010083,3.355988594
-0.618926441,-0.364546851,1.84164903
0.477007124,-0.039744088,-0.00414669
7.332881288,1.352756982,0.601199126
0.808936688,-2.241005171,-0.741024566
2.683910558,0.287969359,-0.963402287
-0.241865194,-0.052733207,-1.030234574
12.60836569,-3.480125871,-0.122259775
2.406363419,-2.119247892,0.691681282
-0.0928576,-1.098966379,-0.351983275
-1.725766713,1.500552399,-0.254241852
-0.546988157,0.127932144,-0.568644977
-1.990772237,1.823491527,-1.175328593
0.15248303,-0.646378766,-5.805459222
-0.372816583,-0.456169947,0.693691239
-1.086326721,1.163056492,-0.053711552
-1.627091573,0.84489046,0.454291045
-0.346469532,-0.598370778,0.075669252
-1.36640153,0.435656981,0.328818091
-0.257273806,-0.495183668,0.730451239
2.812095603,0.106788522,0.05828275
-0.755480942,-0.707774926,1.564301838
-1.435876454,1.760126785,-0.910788433
0.184981623,-1.621268351,-1.412995948
-0.84746247,0.751544557,-1.35546452
-1.871183254,1.779051166,-0.735859257
-0.050178983,-0.299478286,-0.240949349
4.256314489,-5.042029007,0.113773832
1.078480716,-2.955244449,-0.936274413
0.60894684,0.436046007,-0.248286836
0.936401981,-2.339794638,-1.423174145
-1.982031108,1.725278286,0.296714579
-1.242063763,0.326974035,0.150762694
0.534715188,-1.489948829,0.38701759
-0.033365624,1.085399913,-0.86173606
8.312544992,-4.093010338,0.37765897
-1.551207427,1.127058211,0.585394353
-0.71010705,0.117613267,-0.544197866
-0.400243618,-1.115458977,1.587091897
-1.414699897,1.104641512,-1.830766376
1.553620989,-1.157955271,0.050553905
4.302551943,-4.645587383,-1.683046987
-1.475522994,0.375087331,0.942217379
-1.093963384,1.217919486,-0.076720314
-0.110423575,-0.045695432,0.452421746
-0.717047125,0.342608781,-0.46810312
1.654059019,-3.977057794,-3.151995017
-1.546652707,1.506748611,-0.845494922
3.119177711,-4.707888392,1.060616783
-1.598776098,1.230457129,-0.05313495
-1.020648419,0.474356415,-0.854742522
-1.282633685,0.821003159,-2.162148007
-1.041540761,0.229414265,0.323188
-0.688467822,0.127482328,-0.149027641
-2.659893409,2.76859873,-0.988837136
-1.098724453,1.530351564,-0.26155866
-0.98261689,-0.08113151,0.868134903
-0.077884749,0.551183374,-0.134955922
-0.709834163,0.712284984,-0.504134705
-1.169128992,0.577650286,1.024401981
-1.442546147,1.43187365,0.006743181
-1.083482817,0.713598443,-0.039753809
-0.43618619,-0.276763964,-1.188658937
-0.101429481,-0.707748452,-3.059450593
-1.228743172,0.427358167,0.649013088
1.517505158,-0.590436165,-0.364184317
-0.871161441,-0.837845392,1.648985944
-0.689107151,-0.843459205,1.178033375
0.642824066,0.698632416,0.282346481
1.047595165,-1.646173185,-1.86789968
-1.868161574,1.664500585,-0.93507032
0.157271509,0.152714055,-0.407841604
0.229753623,1.101389363,1.013932856
7.415878688,1.06748731,-0.315579144
-2.056875185,1.116486889,-0.340275873
-0.764102789,-0.314602546,0.569824005
-1.035623775,1.902051711,-1.176482333
0.755757453,-1.076230422,-0.878006805
-1.112823794,0.119882865,-0.749471826
-1.915115221,2.211296867,-2.268121756
-1.351590585,0.423019176,0.63712883
1.633497533,-2.020897743,-0.13953412
0.042978959,1.019401205,-0.173407015
0.689580629,-1.37510551,-0.369036042
-2.055013266,1.766367723,0.005958885
12.44042644,1.536161509,0.555445452
-1.881477426,1.255946362,-1.765427934
0.626405568,-0.141603214,-0.658609263
1.218788252,-2.90788146,-0.980054268
-1.709229277,1.476636902,-0.329120025
-0.918195594,0.840194432,0.14657237
-2.328760672,2.626598949,-2.225124508
-2.170624946,1.964188371,-1.772998581
-1.039461674,0.375368798,-1.175951039
-0.654551725,-0.44559379,-0.537160594
-2.448789704,2.663337736,-0.426444702
4.745478493,-3.3322049,-0.443592759
-1.00235772,-0.644630142,1.765028744
4.103007056,0.856260607,0.902498725
-0.872890971,-0.273578226,0.752597686
-1.337203134,0.502958957,0.892823234
-1.434475698,0.380902705,0.757951076
-0.442830332,0.075632335,-3.723826503
3.776883404,-3.664893,-0.561140363
0.167589755,-0.559108338,-1.992691388
-1.126662072,0.677182141,-1.066588231
-1.2490371,0.327955633,-0.204356417
-0.727566885,0.140380173,-0.910985329
1.658969182,-0.626492566,-3.462836304
3.974984283,-1.924025653,-1.156913534
-0.748267924,-0.494508089,0.963877831
-0.90873677,0.1771307,0.548863909
0.811991308,-1.813454617,0.4738725
-1.208947501,1.125085274,-0.177564825
2.428712678,-4.587125038,0.252220269
-0.394776757,-0.804164116,-0.953527156
1.753875487,1.189705457,0.115478089
-0.682322132,0.059688443,0.965517131
5.406912007,-0.365412007,1.044895426
2.031886438,-3.714199475,-1.835556965
2.016996696,1.882997948,-0.106762407
2.915167511,-3.996871291,-1.082020564
-1.862762909,2.145108785,-0.8673502
-1.329680101,-0.264736003,2.522897907
-0.885248509,0.493312007,-0.127497557
-1.030584812,1.218060371,-0.963538853
-0.705486467,-0.03104822,0.787340704
2.429321387,-0.462846431,-0.650187339
-0.468173644,0.70147708,-0.645528393
1.383613149,-1.83819025,-0.035429764
-0.812761929,-0.03464834,-0.51267636
-0.352489781,-0.36206066,-0.267823961
-1.14830304,-0.554157981,2.432187397
-1.065290973,0.260362135,-0.154031144
-0.277736697,-1.715805789,1.908037643
-1.090752501,1.182318346,0.290625443
-2.22812156,1.776007003,-0.330390241
-1.022180842,1.270154869,-0.418287037
-0.129519057,0.871757767,-0.951742709
-1.514912452,0.517803701,0.975465981
-0.651040355,0.722086049,-0.408761029
8.556128955,-1.586880455,1.696428409
-1.792101309,1.77371823,-1.147136409
0.032707742,-0.424690693,0.416644274
6.438234126,-2.79558919,1.311144876
-1.869930781,2.03861684,-1.191735372
3.477714871,-3.391383144,-1.595363372
-1.175685786,-0.344649631,2.215553837
-0.993920947,0.409086265,-0.060694695
-0.854671076,0.382768599,-1.167954813
1.622533132,0.985631757,-0.353792237
-1.826315814,1.291295165,-0.928809171
-1.530560788,1.639711912,-2.150097743
-0.196051852,0.034296509,-1.409333535
-1.709908255,1.609270615,-1.493404014
15.81595942,10.02858822,2.514255137
0.263452727,-2.161562889,1.028496591
-1.058211219,0.293567342,-0.588383885
-0.931873229,0.441358803,0.27403223
-0.625199032,-0.479076976,0.358002444
-1.384225368,1.442211172,-1.349289978
-1.603526785,1.133967648,0.118256285
0.437639579,-1.606973488,-0.262838811
-0.46171888,-0.097389622,-0.62524318
-0.472969584,0.256329256,0.143367328
-2.713819067,3.564789556,-1.982098028
-0.968959396,2.216773199,-0.506467735
-1.952908853,1.576757724,0.051641548
-1.797876463,1.597399813,-0.102157453
-1.656741872,1.286524036,-0.459378496
-0.932726037,0.402825213,-0.897887927
-1.781286004,1.75480944,-0.662244105
3.313158941,1.263111566,0.052146263
-1.512935054,0.608858671,0.233467393
0.012159302,-1.554730622,-0.218905927
-1.596803664,-0.053824249,2.083216187
-0.253854935,1.115057778,-0.09513533
-0.090140304,-1.642720764,-0.017836819
-0.424972374,-1.261071613,1.439154822
2.087213341,-4.963802036,-1.367633622
-1.974639983,2.146966662,-0.672366097
-1.575114296,1.358452414,-0.535154146
-1.608642364,0.792987896,-1.038663517
2.063977577,-3.681023049,-1.939633871
-1.208656047,2.519082539,-1.166208572
-0.718609,1.07626502,-1.086346597
-1.319460543,1.086866002,-0.485228237
-1.66339483,0.865007185,0.575685248
0.934018671,-1.891722472,0.545020411
-0.418990411,-0.640035021,-0.293511676
0.112052558,0.819195145,-0.057193543
-2.254117695,2.42849513,-1.091868006
1.157400939,-2.589383379,-0.992609202
8.464876946,2.314438783,0.556095185
-1.221996749,0.633961473,-0.709154891
-0.162075166,-0.932562587,-0.647854193
-1.148733474,0.523540573,-0.54667761
-1.835248063,1.571734264,-0.355571306
1.944010265,-2.790497286,-0.326044276
4.328388915,-0.953627645,-0.223594587
-1.373516917,0.85619504,-0.410723746
-1.782229037,3.975741193,-1.536445943
-1.207530095,1.347610035,-0.565868697
-1.572010485,0.873091447,0.535214115
-2.458004275,1.917507875,1.162942075
0.270952647,-1.845212524,-0.659527445
1.624742162,-3.623391237,-1.300533914
0.07409202,-0.452678707,-3.445375096
2.988051159,-4.037013113,0.006617318
-1.07461205,0.134942826,-0.173239665
3.088249758,-0.134637563,1.097377582
-1.027736294,-0.74792573,1.792528074
-0.434853085,0.287131702,-1.345470205
0.50293888,-1.322670398,-0.742313063
-0.185014213,-0.597419763,-0.641278767
-1.561652849,1.528661889,-1.314291007
-1.06726985,-0.349473086,1.452315779
-1.809070805,1.56969413,-0.070622978
2.11520216,-1.108714556,0.114562381
-1.721919966,1.712756936,-1.550656321
1.791009786,-2.849631798,-2.450119198
-2.129647591,2.224736665,-3.627443179
-1.130676293,-0.222287766,1.462104173
3.533455867,-6.648365097,0.067502678
-2.362082695,1.709902129,1.06698893
-1.157101843,-0.367623123,0.418723298
34.47550466,19.93275029,4.792596755
-1.25506818,-0.031625281,1.059953216
-2.022056215,1.868069891,-1.011854557
-0.358785786,-1.03501044,0.46761172
2.022414256,-1.575386032,0.04725202
23.09356373,-7.658013825,-4.506045482
-0.768775056,0.03794332,-1.171457362
-0.990223798,-0.41774568,1.432884236
16.65797635,7.643622535,0.609636402
-1.285427768,1.061690763,-0.852077078
-1.402260231,1.251365354,-0.204196487
-1.613914727,1.071880192,-0.146866069
-0.907567545,0.340290637,0.480113121
-1.182874909,0.195121121,-0.589365572
-1.197269338,0.17715688,0.575849319
-1.456187331,-0.270350039,3.129285932
-1.161096953,0.226904112,0.296120706
1.977677796,-2.002437794,-0.190275913
-1.384191712,0.913711187,-0.408007742
-0.685941866,-0.553196987,1.153702445
1.643624346,-1.03634261,-0.44827451
0.574184857,-1.48590412,-0.152022418
-0.414144472,-0.955464742,0.017177227
-0.927035969,1.023474232,-0.20196516
-1.21595325,1.354676864,-1.142390151
-1.686325725,0.508791729,1.506554151
-1.486305317,0.15623901,0.90086214
-0.250631276,-0.925227921,-1.52237643
-1.484948407,0.848612334,0.887491105
-1.741221478,1.157676127,-0.512523755
7.170775656,-7.856321776,-4.403082555
8.334367221,0.588638017,1.324861777
0.113160189,-1.66707901,-0.090934376
4.807763424,-1.522551365,-2.358041242
-2.09933732,3.74261433,-2.904266971
6.560201765,-5.043380086,-4.256522628
-1.411332664,0.592452856,0.159423716
-0.806976081,1.03209456,-0.090971196
0.04635005,-2.126714225,1.648607999
-0.600344117,-0.091119101,-0.547609523
-0.858982417,-0.043919893,-0.270387569
-0.263873745,0.00608927,0.248235177
-1.31191245,1.245068752,0.052829423
0.162431252,-1.707781809,0.06753427
-1.40917311,1.410645312,-0.624724788
-2.227456606,2.072387478,0.295240685
-0.648575528,-0.033028817,-0.769169748
2.404571114,-1.306472223,-0.225115993
2.467226671,-3.727475926,-1.140933579
-1.499931104,1.196558514,-0.536575159
2.139959041,-0.343472671,1.195250559
-1.537006078,1.813000477,0.069279775
-1.261433911,0.184158539,0.126868204
10.53831392,-3.161669584,-0.590201252
-1.945495661,1.707828359,-0.8867569
2.491416217,-0.952367043,0.054022094
31.61361347,15.5353372,4.187807939
-1.248683323,1.398416378,-0.68804086
1.463850039,-3.114430163,-2.684294803
10.55238355,1.142870915,1.404324908
1.776607866,-3.444133323,-1.456692666
-1.242576263,0.658595495,-0.935047864
-0.835820814,0.752607576,-0.248948612
-1.40176665,0.941770949,0.397355167
6.009645035,-9.670948517,-3.750571248
3.202118644,-5.149903457,0.235824755
-1.397754619,0.594423978,1.287584115
1.588360154,0.326152285,-1.595840414
-1.222171456,1.261331502,-0.682170304
-1.854136611,1.365521177,1.045110059
-1.409393426,0.782596728,0.11849486
11.26925129,4.75211063,0.71668633
-0.337749289,-0.462700984,-0.334131855
-1.48789151,-0.098705462,2.091994014
-0.551231158,0.133912981,-0.17750353
-1.320635399,1.190109626,0.067359342
-1.625346376,1.405978571,-0.480794847
13.11034381,-2.341897541,-0.9062621
8.933228915,3.980148322,0.609296628
-1.40801219,0.666000159,-0.54868483
0.591443136,-0.857968974,0.409807981
-1.307682168,0.014434412,0.068056819
3.89956467,-1.480839989,0.648994947
1.21338811,-0.587231777,1.66221107
-0.672560052,-0.592913457,-0.596031917
-1.097704058,0.328281798,0.958892155
-1.747678266,1.695924986,0.009672897
-1.89198407,2.955589362,-3.873493208
-1.517050705,0.134492577,1.934799626
-1.469126875,0.230906515,1.331038783
-0.376504219,-0.177784836,-0.535097906
5.232975037,-8.184964776,-4.492024679
0.313257521,-2.269429501,1.537704925
1.196347241,-3.273710707,0.577291162
0.963944005,-2.769165185,0.083013175
-1.473263598,0.712225107,0.50386916
-0.878720537,0.1573,-0.328274958
3.073709979,-2.560807631,-1.437731105
-0.264094818,0.250774769,-0.990449462
-1.849089186,2.163749004,-1.769470493
-2.066436315,3.008391784,-2.88282734
3.986274,-2.420057264,0.779928243
-1.749774605,1.479197673,-0.319505792
-0.753019721,0.169285613,-1.145055664
-2.350935565,2.385657997,-0.788475512
-2.018307788,1.95435515,-0.834530651
-1.519700694,1.337156349,-0.964885317
0.100125112,0.771635786,-0.063429601
-0.871691368,0.568449942,-0.013938645
25.21265963,5.684943429,-0.86013787
-1.288190563,0.15806214,1.51674966
-1.32640428,0.636202877,-2.200987358
-2.82714641,2.323287086,1.472373434
-0.209195458,-0.300011162,-3.37298755
0.237934916,-2.007835353,0.096608739
3.03070957,-1.832440747,-0.278245381
-1.66400562,1.465473256,-0.656639394
-1.207197861,-0.028892065,1.805808486
-2.284288379,2.131706748,-3.037731284
-2.226745972,2.534072851,-0.604055917
-1.413230795,1.50225698,-0.677279725
-1.693793105,1.2490903,-0.372936302
-1.349424502,0.037352965,0.675511907
-0.497701141,-1.081657265,-0.765933687
1.714815098,-1.886560957,-1.762211998
-1.73941698,1.352280966,-0.940173242
-1.227530912,0.727167384,-2.016125272
0.618897549,-0.788404876,0.340214453
-0.694699874,-0.43002336,-0.234681061
0.135438919,-1.124064375,-1.800164287
1.770765781,1.77164875,-0.087851547
-0.577558563,-0.595965779,-3.836542094
-1.546718687,1.073083461,-0.786018889
-0.166187529,-0.014120096,0.015212295
0.782784686,-1.936527371,0.700502417
-0.376038117,-1.053556478,0.988647625
7.539216772,-1.405903918,0.195331608
-0.692795162,-0.202862054,-0.14471266
-0.84685375,0.81233568,-1.138190327
0.46633223,-0.829493216,0.511809791
-1.856730505,1.686318555,-0.467471079
-1.331500162,0.6843678,-0.480803937
-1.223036443,0.673588996,-0.459113127
2.257756305,-1.096973297,-0.006025689
-1.575136629,1.280994428,-0.635083179
-1.312470274,0.29829206,-1.159373765
-2.244953782,2.498266162,-1.260943657
-0.449864104,-0.612121297,0.594997675
-0.759401887,0.271082325,-1.639117172
1.187474603,-0.240511086,-0.475333155
-1.324990527,0.869988046,0.09012501
-1.714211804,1.329935613,0.011462313
-0.625753827,0.080182919,-0.210355227
-1.515110881,0.721646025,0.565789407
-2.155598812,2.186938715,-1.110307676
-2.005165461,2.024189395,-0.521154225
7.978682773,-1.802885044,-0.661916879
-1.491899209,0.950228735,-0.694263849
0.439518909,-2.274904053,0.067431893
-0.528090939,1.356027097,-0.228808187
0.770461285,-1.00817337,0.063242859
5.35594279,-1.113905743,0.125495302
-1.047154093,-0.515395707,1.936368773
7.74694118,-6.346426536,0.670770469
0.104887203,-1.150417755,-0.433610058
2.284999225,-0.320624216,-0.147851214
-2.405602833,2.1199449,0.120230106
-0.949253531,-0.192276183,-0.055591421
0.030908889,-1.611313286,0.062839155
0.06576319,-2.675730312,2.301326238
-0.933716927,0.54176175,-0.39189486
0.285179692,-1.364710727,0.777312817
-1.269795898,0.464821057,0.462863944
-1.466123663,1.966035208,-0.852545392
-1.146213594,0.512736765,0.033284523
-0.926423183,0.866311362,-0.523257721
-0.863006148,-0.291200374,1.203439402
-0.873841153,-0.13524613,-0.151143924
-1.332374133,0.996298474,-0.260229211
-1.454797378,1.578211648,-1.032021297
-1.33246911,0.391690206,-0.781797892
15.24327773,10.65585963,2.945401017
2.920075548,-0.43152811,-0.641440065
-0.883029222,0.87585453,0.067754387
-2.591202469,3.804335738,-5.224859914
0.407968802,-2.711464064,0.606978424
-1.952020721,1.273402203,-0.145092013
-1.61301854,1.20350901,0.236247602
-2.136853414,2.59397522,-0.969293277
-1.640608817,1.458753437,-1.119751651
-1.8536756,1.773170834,0.595561495
-0.478530538,-0.956820693,1.520676121
5.80543461,1.856339648,-2.435842145
-0.36846641,-0.618058549,-0.812180295
-1.081743464,0.334722288,-0.870448735
-1.471411517,1.720057744,-0.639555752
-0.173432207,-0.225150114,-4.109905135
-0.982275322,-0.021021261,1.223411306
-0.447002412,-0.678488409,0.522869688
-1.532160192,1.147703821,-3.006620559
-1.668392316,2.14452453,-1.613076975
-1.696717543,1.806839942,-0.856919004
-0.654161056,-0.653008877,0.148881693
-2.076437335,1.624773171,-0.003412533
1.81124324,-1.898351393,-0.127153508
-1.888549834,2.076982498,-1.245391913
-1.581461832,1.451376874,-0.801920446
-1.3537889,0.50398588,0.111973558
-0.918275852,-0.247769918,0.905496658
-0.988301125,0.553057649,-0.639995988
-0.390109696,0.857943301,0.200286166
0.452118078,-1.608902469,0.565173132
-0.793452528,0.530604975,-0.202967739
-1.214075754,0.421006724,0.969464461
-1.004644792,-0.067139579,-0.835634507
-0.461068089,1.150022271,-2.028838853
-0.590104519,0.007212874,-0.350495909
-0.11685747,-0.839825153,-0.751992389
3.086007475,-3.017113456,1.415609208
4.603976397,-4.132408156,0.601211672
-0.922292796,1.043472236,-0.34089889
-0.893607369,1.259789743,0.351626728
-0.970908578,0.458397812,-0.576672278
-1.418623874,1.788855245,-2.706888656
-1.574277821,0.107168836,1.659962822
-2.440245966,2.242494872,-0.175557661
-0.54631395,-0.239892709,0.800259037
2.008730262,1.087083065,-0.80829237
1.526316442,-3.765290066,-0.696414993
2.579334786,-0.290810747,-0.430335956
0.107083108,-0.842948777,-0.63419909
-0.708376868,0.538944289,-0.3017132
2.585059664,0.161940701,0.467837146
-1.218343754,0.177527027,-1.13993419
-1.361480636,1.362439642,-0.046912712
-2.037936646,2.024899283,-1.75195882
1.848514796,-0.201292544,0.395593246
-1.881253566,1.572711528,0.46942391
-0.810284852,0.705434875,-0.402699074
1.045565644,-0.681862065,0.89962482
-1.433582103,0.965961783,-0.67274484
-1.749888913,2.071689616,-1.531441168
0.487618448,-1.336714366,-0.076096631
-0.989864473,0.650415771,-0.208763526
-1.392294929,0.329494446,1.16977678
-1.311786913,0.500209106,0.264377683
-1.463863643,-0.028621669,1.926775225
-1.212504757,0.482991565,0.592662248
-0.700140126,0.561824579,-0.048505079
1.478370674,-3.895821898,1.292541234
-0.792504695,-0.434620029,0.705535348
-1.246241191,0.715131468,0.320949885
-0.796288537,0.062109371,0.432001038
-0.824202756,0.184830284,0.782531879
-1.054151436,0.390201177,1.524995795
-0.999784518,0.783735025,-1.089125684
-1.645597458,1.488834819,-1.152863224
-1.243727861,-0.456971795,2.495451655
0.493520654,1.35066836,1.434288958
-1.883974642,1.230135127,-0.158815084
-1.706783691,1.132779883,-0.113292289
-2.24115499,2.458465964,-1.277294848
-2.049289016,1.851551866,-0.02479292
-1.527105246,0.421527861,1.567145131
-0.178386565,-1.42013969,-1.855964475
0.383917415,-1.266916727,-1.712667765
-0.60224862,0.549190798,-0.11133108
-1.940089642,2.625586904,-6.398317677
-0.980547601,-0.052939967,0.675185562
0.326976961,-1.414415636,-2.59177465
1.782078677,-2.097905371,-3.003687837
