,GEOID,mean_household_size_owner,transportation_drive_alone,transportation_public,one_person_household,more_than_200k,mhhi,mhhi_family,mhhi_nonfamily,vacant_units,renter_occuppied,black_homeowners,owners_25_34,mean_household_size_renter,median_number_rooms,median_gross_rent,median_year_built,plumbing_complete,kitchen_complete,median_gross_rent_frac_income,lower_quartile_home_value,median_home_value,upper_quartile_home_value,electricity_cost
0,9.911505324129712,0.9082585601768908,10.24934418903898,4.442651256490317,9.05893591781695,7.229113877793302,10.883616560433461,11.24877761085195,10.544024782823776,8.288785810426928,9.582248696555505,5.8664680569332965,7.217443431696533,0.8372475245337022,1.667706820558076,6.875232087276577,7.592870287844818,10.186935674455848,10.185767560073915,3.449987545831587,11.897507362161969,12.261980277468469,12.565144714068628,7.681099001536359
1,9.860527858095992,0.9321640810304452,7.381501894506707,1.9459101490553132,6.371611847231857,4.3694478524670215,10.96301245249619,11.241772694469658,10.320387038269956,6.695798917058491,5.998936561946683,-inf,4.948759890378168,0.7419373447293773,1.824549292051046,6.459904454377535,7.581719640125308,7.52131798019924,7.517520850603031,3.3843902633457743,11.06350846933288,11.619984537263637,12.290413793963925,2.6390573296152584
2,10.30925261565329,0.8628899551470398,8.181720455128108,2.9444389791664403,7.344072850573066,5.594711379601839,11.053711418267817,11.315486209444275,10.43728723986194,7.5310163320779155,7.10085190894405,2.302585092994046,5.1647859739235145,0.7561219797213337,1.6863989535702288,6.734591659972948,7.591357046698551,8.411832675758411,8.410498452745275,3.1945831322991562,12.1431328457563,12.603169503967822,13.075900502993989,5.905361848054571
3,9.680781405546698,1.085189268335969,7.563719668414366,2.833213344056216,6.255750041753367,4.394449154672439,11.007700793213884,11.236934781108031,10.153195134975888,7.400620577371135,6.093569770045136,-inf,5.480638923341991,0.8241754429663494,1.8562979903656263,6.393590753950631,7.58629630715272,7.706612913964197,7.709756864454165,3.2733640101522705,11.48452599044853,11.984178313616395,12.508396994718824,6.169610732491456
4,10.915288444217275,0.9122827104766164,8.594339400592892,1.9459101490553132,7.408530566894626,4.912654885736052,11.021363107385085,11.237883172864883,10.464359693786255,6.899723107284872,7.0909098220799835,3.4339872044851463,5.937536205082426,0.6931471805599453,1.824549292051046,6.593044534142437,7.58629630715272,8.61341204915678,8.61341204915678,3.2268439945173775,11.578713205508231,12.010665849187564,12.410237230246581,4.927253685157205
5,10.347692488960224,0.8960880245566357,8.60611940061064,-inf,7.411556287811163,5.783825182329737,11.102503089892746,11.286501539105876,10.544735992304938,6.520621127558696,7.249925536717988,2.9444389791664403,6.210600077024653,0.7419373447293773,1.8870696490323797,6.6895992691789665,7.581209826196346,8.625329850020815,8.616133139271142,3.0819099697950434,11.479368681441386,11.860761460241756,12.289034166244521,4.68213122712422
6,8.991811158212718,1.007957920399979,10.038062150832348,7.116394144093465,8.503702601233739,8.029107054619736,11.422322190287309,11.561753723652151,10.916941292122916,9.480367509189243,8.635331719433278,-inf,6.952728644624869,1.1410330045520618,1.589235205116581,7.452402451223638,7.596894438144544,9.878118461185586,9.873852747406437,3.586292865338835,12.887653189718653,13.369848260104696,13.783916686373095,7.936302693201959
7,10.64849161863629,0.8712933659434193,11.829770630312973,7.431299675155903,10.777183886777863,9.151545325465678,11.077640120449585,11.342255760916721,10.44112062422171,9.662625450728237,10.424184296097382,7.112327444710911,9.13356731317027,0.6471032420585384,1.824549292051046,6.6293632534374485,7.583247524303362,11.930391605086411,11.925723620445185,3.2846635654062037,11.510923462299555,11.997201753502683,12.432012284146385,9.578726471842927
8,10.598607785347687,0.9820784724121582,9.65046452256919,1.6094379124341003,8.454466361507933,5.976350909297934,10.670094280782367,10.890348577779573,10.133408088129361,8.160518247477505,8.508354242749032,4.867534450455582,7.035268599281097,0.9895411936137477,1.6863989535702288,6.553933404025811,7.592870287844818,9.772638274111136,9.770984202723035,3.3214324131932926,10.992049505350737,11.479368681441386,12.004568269319446,6.2324480165505225
9,10.780059847413037,0.9669838461896731,9.654962088618868,4.02535169073515,8.412277021466677,7.174724309836376,11.08771162811333,11.26030160833351,10.580556162883383,8.55371796609861,8.174421152646497,3.970291913552122,6.9584483932976555,1.0152306797290584,1.7404661748405046,6.988413181999592,7.598399329323964,9.788357245282496,9.782505655975346,3.3978584803966405,11.83210620448138,12.344093943427549,12.901217828752792,5.978885764901122
10,10.491746328198644,0.9082585601768908,9.720645860495285,3.367295829986474,8.681520484837913,6.519147287940395,10.927555876583714,11.14375853433447,10.350830097988764,8.425954710981966,8.453187861440325,4.07753744390572,7.068172000388042,0.6981347220709843,1.7749523509116738,6.570882962339584,7.583247524303362,9.887408982323437,9.882876598632004,3.332204510175204,11.103452335464524,11.588960151246226,12.026347714583485,7.3783837129967145
11,9.908922755026067,0.9242589015233319,6.950814768442584,-inf,5.886104031450156,4.382026634673881,11.038142432551167,11.247982879487937,10.49819466028282,5.402677381872279,5.996452088619021,-inf,4.276666119016055,0.7466879474879751,1.8082887711792655,6.628041376179533,7.582738488914411,7.045776576879511,7.036148493750536,3.3032169733019514,10.957799582307658,11.605504646263322,12.090661794018846,3.784189633918261
12,10.759029904936185,0.9439058989071284,9.788413344690662,1.9459101490553132,8.628913441026645,6.421622267806518,10.812048486348342,11.036227478431766,9.98432994038023,7.9617188159813645,8.763428073953845,7.406103381237015,7.123672785204607,0.9001613499442714,1.7404661748405046,6.55250788703459,7.589335823170617,9.868844346592555,9.862457202978137,3.370738174177447,11.112447898373103,11.637794447016098,12.17921519136029,6.1224928095143865
